Sample_ID,Participant_ID,Scenario_ID,Scenario_Name,Clean_Text,Intent_ID,Intent_Name,Script_Type,Dataset_Split
S0673,P031,13,Social Evant - Campus Evant,Ada nm hodata dance kala. Niyamai,7,SOCIAL_EVENT,Latin/Romanized,Train
S0674,P031,14,Personal Win - Stipand/Mahapola,Mara happiness,8,PERSONAL_WIN,Latin/Romanized,Train
S0675,P031,15,Personal Win - Internship,Ada nm job eka hari hiya mara sathutui,8,PERSONAL_WIN,Latin/Romanized,Train
S0676,P031,16,Lectures - Attendance,Heta aniwaren lectures yanna onida,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0677,P031,17,Lectures - Cancellation,Ada lecturea nadda,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0678,P031,18,Commuting,Kochchara time ekak yaida,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0679,P031,19,Notes - PDF Request,Mata note eka whatsapp karanna,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0680,P031,20,Wi-Fi Password Request ,Password eka kiyanna,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0681,P031,21,Food - Canteen Menu,Ada lunch ekata monada dnne na thiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0682,P031,22,Food - Let's Eat,Ikamnata kala lecture ekata yn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0683,P032,1,Academic Stress,Degreeya gnn nm merila hri krnn epai. 🙂,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0684,P032,2,Campus Injustice,Apitam thm ewath wenne kiyla face krnw kohomhri,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0685,P032,3,Campus Culture/Ragging,Sindu ahnwa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0686,P032,4,Financial Stress,Salli nethi nisa kana kattak api,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0687,P032,5,Logistics/Food Issues,Hriyata knn nethi heti 🙂,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0688,P032,6,Group Project Stress,Mt bee me okkom thniym krnn,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0689,P032,7,Isolation,Hemdeykm wenne hodtani,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0690,P032,8,Academic Success - Difficult Subject,Ammo deiwyne mrm sathutui,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0691,P032,9,Academic Success - Repeat Subject,Meka nm samarannam one,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0692,P032,10,Freedom-Final Paper,Ammo ekath iwri,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0693,P032,11,Lightness-Final Paper,Ehenm bye ektth,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0694,P032,12,Social Evant - Batch Trip,Shaaa mruuu,7,SOCIAL_EVENT,Latin/Romanized,Train
S0695,P032,13,Social Evant - Campus Evant,Niyamii,7,SOCIAL_EVENT,Latin/Romanized,Train
S0696,P032,14,Personal Win - Stipand/Mahapola,Yeeee tika dwskt awulk nee,8,PERSONAL_WIN,Latin/Romanized,Train
S0697,P032,15,Personal Win - Internship,Welwa hodi ehenm,8,PERSONAL_WIN,Latin/Romanized,Train
S0698,P032,16,Lectures - Attendance,E bn het ynnam oned?,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0699,P032,17,Lectures - Cancellation,E bn lec ek cancel d,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0700,P032,18,Commuting,E bn mm dn kotuwe inne enn peyak wage ynw,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0701,P032,19,Notes - PDF Request,E bn ar pdf ek dpnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0702,P032,20,Wi-Fi Password Request ,Ee mee wifi pw ek mokkd bn,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0703,P032,21,Food - Canteen Menu,E bn ad cafe eke monwd knn thiyenne?,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0704,P032,22,Food - Let's Eat,Kala emuko bn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0705,P033,1,Academic Stress,Ada nam mara stress ekak thiyenne ane' හා 'අද නම් මාර ස්ට්‍රෙස් එකක් තියෙන්නේ අනේ',0,ACADEMIC_STRESS,Mixed Sinhala+Latin,Train
S0706,P033,2,Campus Injustice,Mata epa wela thiyenne ane' හා ' මට එපා වෙලා තියෙන්නේ අනේ',1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Train
S0707,P033,3,Campus Culture/Ragging,Mona magulakda me' හා 'මොන මගුලක්ද මේ',1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Train
S0708,P033,4,Financial Stress,Den nam athivela thiyenne jeevithe' දැන් නම් ඇතිවෙලා තියෙන්නේ ජීවිතේ',2,FINANCIAL_STRESS,Mixed Sinhala+Latin,Train
S0709,P033,5,Logistics/Food Issues,Hariyata kanna keemakvath ne mona jeevithayakda meka' හා 'හරියට කන්න කෑමක්වත් නෑ මොන ජීවිතයක්ද මේක',3,DAILY_CAMPUS_LOGISTICS,Mixed Sinhala+Latin,Train
S0710,P033,6,Group Project Stress,Ane manda ban project presentation eka anidda mun monawa karaida manda' හා 'අනේ මන්දා බන් ප්‍රොජෙක්ට් ප්‍රෙසෙන්ටේෂ්න් එක අනිද්දා මුන් මොනවා කරයිද මන්දා',0,ACADEMIC_STRESS,Mixed Sinhala+Latin,Train
S0711,P033,7,Isolation,Kochchara kalath anthimata mata man vitharai' හා 'කොච්චර කලත් අන්තිමට මට මං විතරයි',4,SOCIAL_ISOLATION,Mixed Sinhala+Latin,Train
S0712,P033,8,Academic Success - Difficult Subject,Mata nam meka hithagannawath be' හා 'මට නම් මේක හිතගන්නවත් බෑ',5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Train
S0713,P033,9,Academic Success - Repeat Subject,Ammo athi yantham' හා 'අම්මෝ ඇති යන්තම්',5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Train
S0714,P033,10,Freedom-Final Paper,Yuddayak ivara kala wage puduma sehelluvak denenne' හා 'යුද්ධයක් ඉවර කලා වගේ පුදුම සැහැල්ලුවක් දැනෙන්නේ',6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Train
S0715,P033,11,Lightness-Final Paper,Den man nidahas manussayek' හා 'දැන් මං නිදහස් මනුස්සයෙක්',6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Train
S0716,P033,12,Social Evant - Batch Trip,Ada set ekama innawa niyamai ane ' හා 'අද සෙට් එකම ඉන්නවා නියමයි අනේ',7,SOCIAL_EVENT,Mixed Sinhala+Latin,Train
S0717,P033,13,Social Evant - Campus Evant,Ada set ekama innawa niyamai ane ' හා 'අද සෙට් එකම ඉන්නවා නියමයි අනේ',7,SOCIAL_EVENT,Mixed Sinhala+Latin,Train
S0718,P033,14,Personal Win - Stipand/Mahapola,Ammo athi yantham හා 'අම්මෝ ඇති යන්තම්',8,PERSONAL_WIN,Mixed Sinhala+Latin,Train
S0719,P033,15,Personal Win - Internship,Mata hithagana be ane' හා 'මට නම් හහිතාගන්න බෑ අනේ',8,PERSONAL_WIN,Mixed Sinhala+Latin,Train
S0720,P033,16,Lectures - Attendance,Oya heta lectures yanawada' හා ' ඔයා හෙට ලෙක්චර්ස් යනවද',9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Train
S0721,P033,17,Lectures - Cancellation,"Heta lectures cancelda' ,හෙට 'ලෙක්චර්ස් කැන්සල්ද'",9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Train
S0722,P033,18,Commuting,Man thawama bus eke ane mata enna thawa peya bhagayak vithara yai enna' හා 'මං තව බස් එකේ අනේ මට තව පැය භාගයක් විතර යයි එන්න',3,DAILY_CAMPUS_LOGISTICS,Mixed Sinhala+Latin,Train
S0723,P033,19,Notes - PDF Request,Ane iye lecture ekata mata yanna bari una ane iye dunna note eka mata denna puluvnd ' 'අනේ ඊයේ ලෙක්චර් එකට මට ඉන්න බැරිවුනා. අනේ ඊයේ දුන්න නෝට් එක මට ඩෙන්න පුලුවන්ද ',10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Train
S0724,P033,20,Wi-Fi Password Request ,Ane mata me assignment eka submit karaganna data ivara una oyage router eke password denna puluvnd ' හා ' අනේ මට මේ අසයිමන්ට් එක සබ්මිට් කරගන්න ඩෙටා ඉවර වුනා. ඔයාගෙ රවුටරේ පාස්වර්ඩ් දෙන්න පුලුවන් ද ',10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Train
S0725,P033,21,Food - Canteen Menu,Ada canteen eke monawada kanna thiyenne balala kiyanna mata' හා 'අද කැන්ටින් එකේ මොනවද කන්න තියෙන්නෙ බලල කියන්න මට',11,FOOD_AND_CANTEEN,Mixed Sinhala+Latin,Train
S0726,P033,22,Food - Let's Eat,Mata hodatama badagini api keema kala emuda' හා ' මට හොදටම බඩගිනි අපි කෑම කාලා එමුද',11,FOOD_AND_CANTEEN,Mixed Sinhala+Latin,Train
S0727,P034,1,Academic Stress,Maara stress ekak tiyenne,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0728,P034,2,Campus Injustice,Eka maara awl neda,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0730,P034,4,Financial Stress,Salli walata monwada wenne danne na,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0731,P034,5,Logistics/Food Issues,Eke kama awl,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0734,P034,8,Academic Success - Difficult Subject,Ado mara happy bn,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0735,P034,9,Academic Success - Repeat Subject,Ekath goda,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0736,P034,10,Freedom-Final Paper,Ekath iwarai ehenm,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0737,P034,11,Lightness-Final Paper,All done,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0738,P034,12,Social Evant - Batch Trip,Athal oi,7,SOCIAL_EVENT,Latin/Romanized,Train
S0739,P034,13,Social Evant - Campus Evant,Happening bn,7,SOCIAL_EVENT,Latin/Romanized,Train
S0740,P034,14,Personal Win - Stipand/Mahapola,Supiri,8,PERSONAL_WIN,Latin/Romanized,Train
S0741,P034,15,Personal Win - Internship,Ammo ekath goda,8,PERSONAL_WIN,Latin/Romanized,Train
S0742,P034,16,Lectures - Attendance,Heta aniwa enna onida,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0743,P034,17,Lectures - Cancellation,Heta lec nadda,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0744,P034,18,Commuting,Podi welawak yai,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0745,P034,19,Notes - PDF Request,Ada lecture note eka ewanna,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0746,P034,20,Wi-Fi Password Request ,Wifi password eka,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0747,P034,21,Food - Canteen Menu,Monawada kamata tiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0748,P034,22,Food - Let's Eat,Yaman Kala enna,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0749,P035,1,Academic Stress,Mata stress vage,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0750,P035,2,Campus Injustice,Mata godak dukai,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0751,P035,3,Campus Culture/Ragging,Mama ekata kemathi na,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0752,P035,4,Financial Stress,Mata pissu vage,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0753,P035,5,Logistics/Food Issues,Mata kanna ba,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0754,P035,6,Group Project Stress,Mata epa vela,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0755,P035,7,Isolation,Mama thaniwela vage,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0756,P035,8,Academic Success - Difficult Subject,Mata godak sathutui,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0757,P035,9,Academic Success - Repeat Subject,Mata sathutui,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0758,P035,10,Freedom-Final Paper,Mama dan nidahas,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0759,P035,11,Lightness-Final Paper,Mama nidahas una,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0760,P035,12,Social Evant - Batch Trip,Mara sathutui,7,SOCIAL_EVENT,Latin/Romanized,Train
S0761,P035,13,Social Evant - Campus Evant,Full hahappy,7,SOCIAL_EVENT,Latin/Romanized,Train
S0762,P035,14,Personal Win - Stipand/Mahapola,Mata sathutui,8,PERSONAL_WIN,Latin/Romanized,Train
S0763,P035,15,Personal Win - Internship,Mata godak sathutui,8,PERSONAL_WIN,Latin/Romanized,Train
S0764,P035,16,Lectures - Attendance,Heta ennama onada,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0765,P035,17,Lectures - Cancellation,Lecture eka cancel da,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0766,P035,18,Commuting,Man enna peyak yanawa,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0767,P035,19,Notes - PDF Request,Eka mata denawada,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0768,P035,20,Wi-Fi Password Request ,Mata passward denawada,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0769,P035,21,Food - Canteen Menu,Kama thiyenne monawada,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0770,P035,22,Food - Let's Eat,Kala ewith veda karamu,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0771,P036,1,Academic Stress,Apo bn Mt nm epa wela thiyenne me assignment krlama. Redda. Mechchr me wada thiyeddi e asse me reddawaluth dlne.,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0772,P036,2,Campus Injustice,Mona huththkd mnd bn. E minihata mole amaruda kohed. Mtnm penna ba.,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0773,P036,3,Campus Culture/Ragging,Mn degree ek iwr unm okata hoda padamak ugannannmko.,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0774,P036,4,Financial Stress,Ado epa wenw bn. Athe sathe na. Job ekk hoygnn one.,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0775,P036,5,Logistics/Food Issues,Apo mn nm aya cantimen nm kma gnne na,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0776,P036,6,Group Project Stress,Ado ai bn ubala ohoma.,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0777,P036,7,Isolation,Aparade bn. Mn ketnthi gnne nthuw inn thibbe.,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0778,P036,8,Academic Success - Difficult Subject,Ado mn nm hithuwema na bn ohoma wei kiyla.,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0779,P036,9,Academic Success - Repeat Subject,Apo athi yanthn bn. Naththn mn idla hamarai.,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0780,P036,10,Freedom-Final Paper,Ammoooh. Athi yanthn bn,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0781,P036,11,Lightness-Final Paper,Dn nm game ekk wth ghnn one,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0784,P036,14,Personal Win - Stipand/Mahapola,Prashna okkoma amthka wela yn sathutak danenw,8,PERSONAL_WIN,Latin/Romanized,Train
S0785,P036,15,Personal Win - Internship,Ammo athi yanthn bn. Me kalaknni jeewithen goda enn Puluwn dn wth,8,PERSONAL_WIN,Latin/Romanized,Train
S0786,P036,16,Lectures - Attendance,Ado me. Heta ennm oned bn lectures.,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0787,P036,17,Lectures - Cancellation,Het lecture ek cancel neh,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0788,P036,18,Commuting,Meh bn. Mn inne kurunagala ne. Samanyen colombo express train eke awoth kochchr welwk yaid,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0789,P036,19,Notes - PDF Request,Meh mch.. Mt eda enn bari unane. Pdf note monwth dunne ndd. Mt puluwnnm thiynwnm share krpnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0790,P036,20,Wi-Fi Password Request ,Uba mehe WiFi password ek dnnwd,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0791,P036,21,Food - Canteen Menu,Meh bn. Uba dnnwd dawalta canteen eke Mona wge kamada thiyenne kiyla,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0792,P036,22,Food - Let's Eat,Meh machan. Kala emud?,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0793,P037,1,Academic Stress,Eka mara stress ekk,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0794,P037,2,Campus Injustice,Hena gahanna oni okata,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0795,P037,3,Campus Culture/Ragging,Aparade campus awe,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0796,P037,4,Financial Stress,Campus on n.job ekk krn inn thibbe,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0797,P037,5,Logistics/Food Issues,Gedara hitiynm mehem nne,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0798,P037,6,Group Project Stress,Okkom apim krnn onid,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0799,P037,7,Isolation,Gedra ynn oni,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0800,P037,8,Academic Success - Difficult Subject,Ade marune,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0801,P037,9,Academic Success - Repeat Subject,Ek ynthn pass,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0802,P037,10,Freedom-Final Paper,Dn hodt nidgnn puluwn,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0803,P037,11,Lightness-Final Paper,Iwarai ynthn,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0804,P037,12,Social Evant - Batch Trip,Happy,7,SOCIAL_EVENT,Latin/Romanized,Train
S0805,P037,13,Social Evant - Campus Evant,Nidhs,7,SOCIAL_EVENT,Latin/Romanized,Train
S0806,P037,14,Personal Win - Stipand/Mahapola,Happy,8,PERSONAL_WIN,Latin/Romanized,Train
S0807,P037,15,Personal Win - Internship,Ek set una,8,PERSONAL_WIN,Latin/Romanized,Train
S0808,P037,16,Lectures - Attendance,Attendance blaid,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0809,P037,17,Lectures - Cancellation,Lec ek thiyed ad,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0810,P037,18,Commuting,Ena gamn inne.thw pey dekk wge yai,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0811,P037,19,Notes - PDF Request,Ar pdf ek ewhnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0812,P037,20,Wi-Fi Password Request ,Wifi eke password ek dhnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0813,P037,21,Food - Canteen Menu,Monwd bn ad thiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0814,P037,22,Food - Let's Eat,Yamnko kl emuko,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0815,P038,1,Academic Stress,Ane dan nam campus jiwithe epa wela thiyenne halo😂,0,ACADEMIC_STRESS,Latin/Romanized,Test
S0816,P038,2,Campus Injustice,Mun kohoma lecturesla unada mnda. man ynawa manawa himikam😂,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Test
S0817,P038,3,Campus Culture/Ragging,Apitath kalayak eine edata balagamu😌,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Test
S0818,P038,4,Financial Stress,Mehema idala hariynnh mokak hri karanna one kiyak hri hoyagnna,2,FINANCIAL_STRESS,Latin/Romanized,Test
S0819,P038,5,Logistics/Food Issues,Me kama kala man thawath kettu wena eka witharai wenne😒,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Test
S0820,P038,6,Group Project Stress,Man nathi una nam therei mun tikata. ekekge wath index dannh mage eka witharak dala submit karanwa😒,0,ACADEMIC_STRESS,Latin/Romanized,Test
S0821,P038,7,Isolation,Thaniyama inna eka thama hodama de,4,SOCIAL_ISOLATION,Latin/Romanized,Test
S0822,P038,8,Academic Success - Difficult Subject,Deiyne deiyne nulen berila😂😂,5,ACADEMIC_SUCCESS,Latin/Romanized,Test
S0823,P038,9,Academic Success - Repeat Subject,Adeh 😌 math waddek enam😌 1st cls ekkma ganna one hodata wada karala😂,5,ACADEMIC_SUCCESS,Latin/Romanized,Test
S0824,P038,10,Freedom-Final Paper,Api yan dan awidinna😂,6,FINAL_PAPER_RELIEF,Latin/Romanized,Test
S0825,P038,11,Lightness-Final Paper,Dobi dan nidahas😌,6,FINAL_PAPER_RELIEF,Latin/Romanized,Test
S0826,P038,12,Social Evant - Batch Trip,Me athal ganna nam campus ennama oni😌,7,SOCIAL_EVENT,Latin/Romanized,Test
S0827,P038,13,Social Evant - Campus Evant,Me wage dewal walata ennath api pin karane🥹❤️,7,SOCIAL_EVENT,Latin/Romanized,Test
S0828,P038,14,Personal Win - Stipand/Mahapola,Adee mahapola watila😂,8,PERSONAL_WIN,Latin/Romanized,Test
S0829,P038,15,Personal Win - Internship,Mata ara job eka set una ei..,8,PERSONAL_WIN,Latin/Romanized,Test
S0830,P038,16,Lectures - Attendance,heta lectures yanna onemada bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Test
S0831,P038,17,Lectures - Cancellation,Ada lectures nh kiyala msg ekk grp ekat dalada bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Test
S0832,P038,18,Commuting,mata komath paya dekk ynawa halo rnna,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Test
S0833,P038,19,Notes - PDF Request,Mata eda lecture eke karapu note eka dennako hlo,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Test
S0834,P038,20,Wi-Fi Password Request ,Mata hotspot tikk dennako🤭,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Test
S0835,P038,21,Food - Canteen Menu,Ada kanna monada thiyenne bn,11,FOOD_AND_CANTEEN,Latin/Romanized,Test
S0836,P038,22,Food - Let's Eat,Yaman kala emu,11,FOOD_AND_CANTEEN,Latin/Romanized,Test
S0837,P039,1,Academic Stress,Epa wenawa eth kohoma hari karanna one,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0838,P039,2,Campus Injustice,Sadda nethuwa innawa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0839,P039,3,Campus Culture/Ragging,Rag ne,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0840,P039,4,Financial Stress,Manage karanawa kohomahri,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0841,P039,5,Logistics/Food Issues,Epa wenawa mewa kala kiyala yaluwo ekka bainawa,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0842,P039,6,Group Project Stress,Okkotama ekta weda karanna huthena widiyata monaw hri kiyanawa,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0843,P039,7,Isolation,Hemoma inne eyalata one welawata witharai,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0844,P039,8,Academic Success - Difficult Subject,Pattama relax,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0845,P039,9,Academic Success - Repeat Subject,Repeat wela ne,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0846,P039,10,Freedom-Final Paper,Mind relax,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0847,P039,11,Lightness-Final Paper,Stress release,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0848,P039,12,Social Evant - Batch Trip,Patta athal,7,SOCIAL_EVENT,Latin/Romanized,Train
S0849,P039,13,Social Evant - Campus Evant,Joli,7,SOCIAL_EVENT,Latin/Romanized,Train
S0850,P039,14,Personal Win - Stipand/Mahapola,Mahapola ne,8,PERSONAL_WIN,Latin/Romanized,Train
S0851,P039,15,Personal Win - Internship,Hithe thibuna loku barak nidahas una,8,PERSONAL_WIN,Latin/Romanized,Train
S0852,P039,16,Lectures - Attendance,Heta lec ekata aniwaren inn oneda bn attendance blanwada,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0853,P039,17,Lectures - Cancellation,Lec eka cansel da bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0854,P039,18,Commuting,Laga inne 15min wlin enawa,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0855,P039,19,Notes - PDF Request,Adoo ada lec eke pdf eka danna,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0856,P039,20,Wi-Fi Password Request ,Hospot gnna pw kiynna,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0857,P039,21,Food - Canteen Menu,Lunch ekt ada monwada,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0858,P039,22,Food - Let's Eat,Kala emuda,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0859,P040,1,Academic Stress,Matanam me assignment karana eka epa wela thynne,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0860,P040,2,Campus Injustice,Yaluwek ekk benala,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0861,P040,3,Campus Culture/Ragging,Man kemathi e culture ekta,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0862,P040,4,Financial Stress,Sallith ne athe,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0863,P040,5,Logistics/Food Issues,Mewanm kala ethi wela thynne,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0864,P040,6,Group Project Stress,Mata thmai okkama kunu tika,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0865,P040,7,Isolation,Owa hithnnepa den,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0866,P040,8,Academic Success - Difficult Subject,Ammo mannam hithuwe ne,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0867,P040,9,Academic Success - Repeat Subject,Man wechcha mahansiyt pass wenn one,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0868,P040,10,Freedom-Final Paper,Ammo man den nidahas,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0869,P040,11,Lightness-Final Paper,Ekaknm iwarai,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0870,P040,12,Social Evant - Batch Trip,Me dwasanm kawadwath amathka wen ne,7,SOCIAL_EVENT,Latin/Romanized,Train
S0871,P040,13,Social Evant - Campus Evant,Hemadama function thynwnm maru,7,SOCIAL_EVENT,Latin/Romanized,Train
S0872,P040,14,Personal Win - Stipand/Mahapola,Man den posath,8,PERSONAL_WIN,Latin/Romanized,Train
S0873,P040,15,Personal Win - Internship,Anthimat mat onema thena hambuna,8,PERSONAL_WIN,Latin/Romanized,Train
S0874,P040,16,Lectures - Attendance,Heta thyna lec eke Attendenc aniwaryd hlo,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0875,P040,17,Lectures - Cancellation,Heta lec ek nelu ned,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
