Sample_ID,Participant_ID,Source_Row,Scenario_ID,Scenario_Name,Raw_Text,Label_Code,Clean_Text,Script_Type,Quality_Flag,Keep_Status,Duplicate_Check,Dataset_Split
S0668,P031,32,8,Academic Success - Difficult Subject,Ammo super ,5,Ammo super,Latin/Romanized,OK,KEEP,OK,Train
S0669,P031,32,9,Academic Success - Repeat Subject,Hithagannath ba pass una kiwwahama ,4,Hithagannath ba pass una kiwwahama,Latin/Romanized,OK,KEEP,OK,Train
S0670,P031,32,10,Freedom-Final Paper,Ammo dn nm mara nidahas. Next subject ekatath meeta wada hodata padam krnn oni,5,Ammo dn nm mara nidahas. Next subject ekatath meeta wada hodata padam krnn oni,Latin/Romanized,OK,KEEP,OK,Train
S0671,P031,32,11,Lightness-Final Paper,Stress eka nathi una dn nm,5,Stress eka nathi una dn nm,Latin/Romanized,OK,KEEP,OK,Train
S0672,P031,32,12,Social Evant - Batch Trip,Mara enjoyable minissu tikak ,4,Mara enjoyable minissu tikak,Latin/Romanized,OK,KEEP,OK,Train
S0673,P031,32,13,Social Evant - Campus Evant,Ada nm hodata dance kala. Niyamai ,4,Ada nm hodata dance kala. Niyamai,Latin/Romanized,OK,KEEP,OK,Train
S0674,P031,32,14,Personal Win - Stipand/Mahapola,Mara happiness ,5,Mara happiness,Latin/Romanized,OK,KEEP,OK,Train
S0675,P031,32,15,Personal Win - Internship,Ada nm job eka hari hiya  mara sathutui,5,Ada nm job eka hari hiya mara sathutui,Latin/Romanized,OK,KEEP,OK,Train
S0676,P031,32,16,Lectures - Attendance,Heta aniwaren lectures yanna onida,2,Heta aniwaren lectures yanna onida,Latin/Romanized,OK,KEEP,OK,Train
S0677,P031,32,17,Lectures - Cancellation,Ada lecturea nadda,4,Ada lecturea nadda,Latin/Romanized,OK,KEEP,OK,Train
S0678,P031,32,18,Commuting,Kochchara time ekak yaida,4,Kochchara time ekak yaida,Latin/Romanized,OK,KEEP,OK,Train
S0679,P031,32,19,Notes - PDF Request,Mata note eka whatsapp karanna ,4,Mata note eka whatsapp karanna,Latin/Romanized,OK,KEEP,OK,Train
S0680,P031,32,20,Wi-Fi Password Request ,Password eka kiyanna ,4,Password eka kiyanna,Latin/Romanized,OK,KEEP,OK,Train
S0681,P031,32,21,Food - Canteen Menu,Ada lunch ekata monada dnne na thiyenne,4,Ada lunch ekata monada dnne na thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0682,P031,32,22,Food - Let's Eat,Ikamnata kala lecture ekata yn,5,Ikamnata kala lecture ekata yn,Latin/Romanized,OK,KEEP,OK,Train
S0705,P033,34,1,Academic Stress,Ada nam mara stress ekak thiyenne ane' හා 'අද නම් මාර ස්ට්‍රෙස් එකක් තියෙන්නේ අනේ',1,Ada nam mara stress ekak thiyenne ane' හා 'අද නම් මාර ස්ට්‍රෙස් එකක් තියෙන්නේ අනේ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0706,P033,34,2,Campus Injustice,Mata epa wela thiyenne ane' හා ' මට එපා වෙලා තියෙන්නේ අනේ',1,Mata epa wela thiyenne ane' හා ' මට එපා වෙලා තියෙන්නේ අනේ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0707,P033,34,3,Campus Culture/Ragging,Mona magulakda me' හා 'මොන මගුලක්ද මේ',1,Mona magulakda me' හා 'මොන මගුලක්ද මේ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0708,P033,34,4,Financial Stress,Den nam athivela thiyenne jeevithe' දැන් නම් ඇතිවෙලා තියෙන්නේ ජීවිතේ',3,Den nam athivela thiyenne jeevithe' දැන් නම් ඇතිවෙලා තියෙන්නේ ජීවිතේ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0709,P033,34,5,Logistics/Food Issues,Hariyata kanna keemakvath ne mona jeevithayakda meka' හා 'හරියට කන්න කෑමක්වත් නෑ මොන ජීවිතයක්ද මේක',4,Hariyata kanna keemakvath ne mona jeevithayakda meka' හා 'හරියට කන්න කෑමක්වත් නෑ මොන ජීවිතයක්ද මේක',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0710,P033,34,6,Group Project Stress,Ane manda ban project presentation eka anidda mun monawa karaida manda' හා 'අනේ මන්දා බන් ප්‍රොජෙක්ට් ප්‍රෙසෙන්ටේෂ්න් එක අනිද්දා මුන් මොනවා කරයිද මන්දා',1,Ane manda ban project presentation eka anidda mun monawa karaida manda' හා 'අනේ මන්දා බන් ප්‍රොජෙක්ට් ප්‍රෙසෙන්ටේෂ්න් එක අනිද්දා මුන් මොනවා කරයිද මන්දා',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0711,P033,34,7,Isolation,Kochchara kalath anthimata mata man vitharai' හා 'කොච්චර කලත් අන්තිමට මට මං විතරයි',2,Kochchara kalath anthimata mata man vitharai' හා 'කොච්චර කලත් අන්තිමට මට මං විතරයි',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0712,P033,34,8,Academic Success - Difficult Subject,Mata nam meka hithagannawath be' හා 'මට නම් මේක හිතගන්නවත් බෑ',5,Mata nam meka hithagannawath be' හා 'මට නම් මේක හිතගන්නවත් බෑ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0713,P033,34,9,Academic Success - Repeat Subject,Ammo athi yantham' හා 'අම්මෝ ඇති යන්තම්',5,Ammo athi yantham' හා 'අම්මෝ ඇති යන්තම්',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0714,P033,34,10,Freedom-Final Paper,Yuddayak ivara kala wage puduma sehelluvak denenne' හා 'යුද්ධයක් ඉවර කලා වගේ පුදුම සැහැල්ලුවක් දැනෙන්නේ',5,Yuddayak ivara kala wage puduma sehelluvak denenne' හා 'යුද්ධයක් ඉවර කලා වගේ පුදුම සැහැල්ලුවක් දැනෙන්නේ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0715,P033,34,11,Lightness-Final Paper,Den man nidahas manussayek' හා 'දැන් මං නිදහස් මනුස්සයෙක්',5,Den man nidahas manussayek' හා 'දැන් මං නිදහස් මනුස්සයෙක්',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0716,P033,34,12,Social Evant - Batch Trip,Ada set ekama innawa niyamai ane ' හා 'අද සෙට් එකම ඉන්නවා නියමයි අනේ',5,Ada set ekama innawa niyamai ane ' හා 'අද සෙට් එකම ඉන්නවා නියමයි අනේ',Mixed Sinhala+Latin,OK,KEEP,CHECK DUPLICATE,Train
S0717,P033,34,13,Social Evant - Campus Evant,Ada set ekama innawa niyamai ane ' හා 'අද සෙට් එකම ඉන්නවා නියමයි අනේ',5,Ada set ekama innawa niyamai ane ' හා 'අද සෙට් එකම ඉන්නවා නියමයි අනේ',Mixed Sinhala+Latin,OK,KEEP,CHECK DUPLICATE,Train
S0718,P033,34,14,Personal Win - Stipand/Mahapola,Ammo athi yantham හා 'අම්මෝ ඇති යන්තම්',5,Ammo athi yantham හා 'අම්මෝ ඇති යන්තම්',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0719,P033,34,15,Personal Win - Internship,Mata hithagana be ane' හා 'මට නම් හහිතාගන්න බෑ අනේ',5,Mata hithagana be ane' හා 'මට නම් හහිතාගන්න බෑ අනේ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0720,P033,34,16,Lectures - Attendance, Oya heta lectures yanawada' හා ' ඔයා හෙට ලෙක්චර්ස් යනවද',3,Oya heta lectures yanawada' හා ' ඔයා හෙට ලෙක්චර්ස් යනවද',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0721,P033,34,17,Lectures - Cancellation,"Heta lectures cancelda' ,හෙට 'ලෙක්චර්ස් කැන්සල්ද'",4,"Heta lectures cancelda' ,හෙට 'ලෙක්චර්ස් කැන්සල්ද'",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0722,P033,34,18,Commuting, Man thawama bus eke ane mata enna  thawa peya bhagayak vithara yai enna' හා 'මං තව බස් එකේ අනේ මට තව පැය භාගයක් විතර යයි එන්න',3,Man thawama bus eke ane mata enna thawa peya bhagayak vithara yai enna' හා 'මං තව බස් එකේ අනේ මට තව පැය භාගයක් විතර යයි එන්න',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0723,P033,34,19,Notes - PDF Request, Ane iye lecture ekata mata yanna bari una ane iye dunna note eka mata denna puluvnd ' 'අනේ ඊයේ ලෙක්චර් එකට මට ඉන්න බැරිවුනා. අනේ ඊයේ දුන්න නෝට් එක මට ඩෙන්න පුලුවන්ද ',4,Ane iye lecture ekata mata yanna bari una ane iye dunna note eka mata denna puluvnd ' 'අනේ ඊයේ ලෙක්චර් එකට මට ඉන්න බැරිවුනා. අනේ ඊයේ දුන්න නෝට් එක මට ඩෙන්න පුලුවන්ද ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0724,P033,34,20,Wi-Fi Password Request ,Ane mata me assignment eka submit karaganna data ivara una oyage router eke password denna puluvnd  ' හා ' අනේ මට මේ අසයිමන්ට් එක සබ්මිට් කරගන්න ඩෙටා ඉවර වුනා. ඔයාගෙ රවුටරේ පාස්වර්ඩ් දෙන්න පුලුවන් ද ',1,Ane mata me assignment eka submit karaganna data ivara una oyage router eke password denna puluvnd ' හා ' අනේ මට මේ අසයිමන්ට් එක සබ්මිට් කරගන්න ඩෙටා ඉවර වුනා. ඔයාගෙ රවුටරේ පාස්වර්ඩ් දෙන්න පුලුවන් ද ',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0725,P033,34,21,Food - Canteen Menu,Ada canteen eke monawada kanna thiyenne balala kiyanna mata' හා 'අද කැන්ටින් එකේ මොනවද කන්න තියෙන්නෙ බලල කියන්න මට',4,Ada canteen eke monawada kanna thiyenne balala kiyanna mata' හා 'අද කැන්ටින් එකේ මොනවද කන්න තියෙන්නෙ බලල කියන්න මට',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0726,P033,34,22,Food - Let's Eat,Mata hodatama badagini api keema kala emuda' හා ' මට හොදටම බඩගිනි අපි කෑම කාලා එමුද' ,5,Mata hodatama badagini api keema kala emuda' හා ' මට හොදටම බඩගිනි අපි කෑම කාලා එමුද',Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0727,P034,35,1,Academic Stress,Maara stress ekak tiyenne,1,Maara stress ekak tiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0728,P034,35,2,Campus Injustice,Eka maara awl neda,1,Eka maara awl neda,Latin/Romanized,OK,KEEP,OK,Train
S0730,P034,35,4,Financial Stress,Salli walata monwada wenne danne na,1,Salli walata monwada wenne danne na,Latin/Romanized,OK,KEEP,OK,Train
S0731,P034,35,5,Logistics/Food Issues,Eke kama awl,1,Eke kama awl,Latin/Romanized,OK,KEEP,OK,Train
S0734,P034,35,8,Academic Success - Difficult Subject,Ado mara happy bn,5,Ado mara happy bn,Latin/Romanized,OK,KEEP,OK,Train
S0735,P034,35,9,Academic Success - Repeat Subject,Ekath goda ,5,Ekath goda,Latin/Romanized,OK,KEEP,OK,Train
S0736,P034,35,10,Freedom-Final Paper,Ekath iwarai ehenm,5,Ekath iwarai ehenm,Latin/Romanized,OK,KEEP,OK,Train
S0737,P034,35,11,Lightness-Final Paper,All done,5,All done,Latin/Romanized,OK,KEEP,OK,Train
S0738,P034,35,12,Social Evant - Batch Trip,Athal oi ,5,Athal oi,Latin/Romanized,OK,KEEP,OK,Train
S0739,P034,35,13,Social Evant - Campus Evant,Happening bn,5,Happening bn,Latin/Romanized,OK,KEEP,OK,Train
S0740,P034,35,14,Personal Win - Stipand/Mahapola,Supiri,5,Supiri,Latin/Romanized,OK,KEEP,OK,Train
S0741,P034,35,15,Personal Win - Internship,Ammo ekath goda,5,Ammo ekath goda,Latin/Romanized,OK,KEEP,OK,Train
S0742,P034,35,16,Lectures - Attendance,Heta aniwa enna onida,3,Heta aniwa enna onida,Latin/Romanized,OK,KEEP,OK,Train
S0743,P034,35,17,Lectures - Cancellation,Heta lec nadda,3,Heta lec nadda,Latin/Romanized,OK,KEEP,OK,Train
S0744,P034,35,18,Commuting,Podi welawak yai,3,Podi welawak yai,Latin/Romanized,OK,KEEP,OK,Train
S0745,P034,35,19,Notes - PDF Request,Ada lecture note eka ewanna,3,Ada lecture note eka ewanna,Latin/Romanized,OK,KEEP,OK,Train
S0746,P034,35,20,Wi-Fi Password Request ,Wifi password eka,3,Wifi password eka,Latin/Romanized,OK,KEEP,OK,Train
S0747,P034,35,21,Food - Canteen Menu,Monawada kamata tiyenne,3,Monawada kamata tiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0748,P034,35,22,Food - Let's Eat,Yaman Kala enna,5,Yaman Kala enna,Latin/Romanized,OK,KEEP,OK,Train
S0771,P036,37,1,Academic Stress,Apo bn Mt nm epa wela thiyenne me assignment krlama. Redda. Mechchr me wada thiyeddi e asse me reddawaluth dlne.,2,Apo bn Mt nm epa wela thiyenne me assignment krlama. Redda. Mechchr me wada thiyeddi e asse me reddawaluth dlne.,Latin/Romanized,OK,KEEP,OK,Train
S0772,P036,37,2,Campus Injustice,Mona huththkd mnd bn. E minihata mole amaruda kohed. Mtnm penna ba. ,2,Mona huththkd mnd bn. E minihata mole amaruda kohed. Mtnm penna ba.,Latin/Romanized,OK,KEEP,OK,Train
S0773,P036,37,3,Campus Culture/Ragging,Mn degree ek iwr unm okata hoda padamak ugannannmko. ,3,Mn degree ek iwr unm okata hoda padamak ugannannmko.,Latin/Romanized,OK,KEEP,OK,Train
S0774,P036,37,4,Financial Stress,Ado epa wenw bn. Athe sathe na. Job ekk hoygnn one. ,2,Ado epa wenw bn. Athe sathe na. Job ekk hoygnn one.,Latin/Romanized,OK,KEEP,OK,Train
S0775,P036,37,5,Logistics/Food Issues,Apo mn nm aya cantimen nm kma gnne na,2,Apo mn nm aya cantimen nm kma gnne na,Latin/Romanized,OK,KEEP,OK,Train
S0776,P036,37,6,Group Project Stress,Ado ai bn ubala ohoma. ,3,Ado ai bn ubala ohoma.,Latin/Romanized,OK,KEEP,OK,Train
S0777,P036,37,7,Isolation,Aparade bn. Mn ketnthi gnne nthuw inn thibbe. ,4,Aparade bn. Mn ketnthi gnne nthuw inn thibbe.,Latin/Romanized,OK,KEEP,OK,Train
S0778,P036,37,8,Academic Success - Difficult Subject,Ado mn nm hithuwema na bn ohoma wei kiyla.,5,Ado mn nm hithuwema na bn ohoma wei kiyla.,Latin/Romanized,OK,KEEP,OK,Train
S0779,P036,37,9,Academic Success - Repeat Subject,Apo athi yanthn bn. Naththn mn idla hamarai. ,5,Apo athi yanthn bn. Naththn mn idla hamarai.,Latin/Romanized,OK,KEEP,OK,Train
S0780,P036,37,10,Freedom-Final Paper,Ammoooh. Athi yanthn bn,5,Ammoooh. Athi yanthn bn,Latin/Romanized,OK,KEEP,OK,Train
S0781,P036,37,11,Lightness-Final Paper,Dn nm game ekk wth ghnn one,5,Dn nm game ekk wth ghnn one,Latin/Romanized,OK,KEEP,OK,Train
S0784,P036,37,14,Personal Win - Stipand/Mahapola,Prashna okkoma amthka wela yn sathutak danenw,5,Prashna okkoma amthka wela yn sathutak danenw,Latin/Romanized,OK,KEEP,OK,Train
S0785,P036,37,15,Personal Win - Internship,Ammo athi yanthn bn. Me kalaknni jeewithen goda enn Puluwn dn wth,5,Ammo athi yanthn bn. Me kalaknni jeewithen goda enn Puluwn dn wth,Latin/Romanized,OK,KEEP,OK,Train
S0786,P036,37,16,Lectures - Attendance,Ado me. Heta ennm oned bn lectures. ,3,Ado me. Heta ennm oned bn lectures.,Latin/Romanized,OK,KEEP,OK,Train
S0787,P036,37,17,Lectures - Cancellation,Het lecture ek cancel neh,3,Het lecture ek cancel neh,Latin/Romanized,OK,KEEP,OK,Train
S0788,P036,37,18,Commuting,Meh bn. Mn inne kurunagala ne. Samanyen colombo express train eke awoth kochchr welwk yaid ,3,Meh bn. Mn inne kurunagala ne. Samanyen colombo express train eke awoth kochchr welwk yaid,Latin/Romanized,OK,KEEP,OK,Train
S0789,P036,37,19,Notes - PDF Request,Meh mch.. Mt eda enn bari unane. Pdf note monwth dunne ndd. Mt puluwnnm thiynwnm share krpnko,3,Meh mch.. Mt eda enn bari unane. Pdf note monwth dunne ndd. Mt puluwnnm thiynwnm share krpnko,Latin/Romanized,OK,KEEP,OK,Train
S0790,P036,37,20,Wi-Fi Password Request ,Uba mehe WiFi password ek dnnwd,3,Uba mehe WiFi password ek dnnwd,Latin/Romanized,OK,KEEP,OK,Train
S0791,P036,37,21,Food - Canteen Menu,Meh bn. Uba dnnwd dawalta canteen eke Mona wge kamada thiyenne kiyla ,3,Meh bn. Uba dnnwd dawalta canteen eke Mona wge kamada thiyenne kiyla,Latin/Romanized,OK,KEEP,OK,Train
S0792,P036,37,22,Food - Let's Eat,Meh machan. Kala emud? ,3,Meh machan. Kala emud?,Latin/Romanized,OK,KEEP,OK,Train
S0815,P038,39,1,Academic Stress,Ane dan nam campus jiwithe epa wela thiyenne halo😂,1,Ane dan nam campus jiwithe epa wela thiyenne halo😂,Latin/Romanized,OK,KEEP,OK,Train
S0816,P038,39,2,Campus Injustice,Mun kohoma lecturesla unada mnda. man ynawa manawa himikam😂,1,Mun kohoma lecturesla unada mnda. man ynawa manawa himikam😂,Latin/Romanized,OK,KEEP,OK,Train
S0817,P038,39,3,Campus Culture/Ragging,Apitath kalayak eine edata balagamu😌,5,Apitath kalayak eine edata balagamu😌,Latin/Romanized,OK,KEEP,OK,Train
S0818,P038,39,4,Financial Stress,Mehema idala hariynnh mokak hri karanna one kiyak hri hoyagnna,5,Mehema idala hariynnh mokak hri karanna one kiyak hri hoyagnna,Latin/Romanized,OK,KEEP,OK,Train
S0819,P038,39,5,Logistics/Food Issues,Me kama kala man thawath kettu wena eka witharai wenne😒,2,Me kama kala man thawath kettu wena eka witharai wenne😒,Latin/Romanized,OK,KEEP,OK,Train
S0820,P038,39,6,Group Project Stress,Man nathi una nam therei mun tikata. ekekge wath index dannh mage eka witharak dala submit karanwa😒,3,Man nathi una nam therei mun tikata. ekekge wath index dannh mage eka witharak dala submit karanwa😒,Latin/Romanized,OK,KEEP,OK,Train
S0821,P038,39,7,Isolation,Thaniyama inna eka thama hodama de,3,Thaniyama inna eka thama hodama de,Latin/Romanized,OK,KEEP,OK,Train
S0822,P038,39,8,Academic Success - Difficult Subject,Deiyne deiyne nulen berila😂😂,5,Deiyne deiyne nulen berila😂😂,Latin/Romanized,OK,KEEP,OK,Train
S0823,P038,39,9,Academic Success - Repeat Subject,Adeh 😌 math waddek enam😌 1st cls ekkma ganna one hodata wada karala😂,5,Adeh 😌 math waddek enam😌 1st cls ekkma ganna one hodata wada karala😂,Latin/Romanized,OK,KEEP,OK,Train
S0824,P038,39,10,Freedom-Final Paper,Api yan dan awidinna😂,5,Api yan dan awidinna😂,Latin/Romanized,OK,KEEP,OK,Train
S0825,P038,39,11,Lightness-Final Paper,Dobi dan nidahas😌,5,Dobi dan nidahas😌,Latin/Romanized,OK,KEEP,OK,Train
S0826,P038,39,12,Social Evant - Batch Trip,Me athal ganna nam campus ennama oni😌,4,Me athal ganna nam campus ennama oni😌,Latin/Romanized,OK,KEEP,OK,Train
S0827,P038,39,13,Social Evant - Campus Evant,Me wage dewal walata ennath api pin karane🥹❤️,5,Me wage dewal walata ennath api pin karane🥹❤️,Latin/Romanized,OK,KEEP,OK,Train
S0828,P038,39,14,Personal Win - Stipand/Mahapola,Adee mahapola watila😂,5,Adee mahapola watila😂,Latin/Romanized,OK,KEEP,OK,Train
S0829,P038,39,15,Personal Win - Internship,Mata ara job eka set una ei..,5,Mata ara job eka set una ei..,Latin/Romanized,OK,KEEP,OK,Train
S0830,P038,39,16,Lectures - Attendance,heta lectures yanna onemada bn,3,heta lectures yanna onemada bn,Latin/Romanized,OK,KEEP,OK,Train
S0831,P038,39,17,Lectures - Cancellation,Ada lectures nh kiyala msg ekk grp ekat dalada bn,3,Ada lectures nh kiyala msg ekk grp ekat dalada bn,Latin/Romanized,OK,KEEP,OK,Train
S0832,P038,39,18,Commuting,mata komath paya dekk ynawa halo rnna,3,mata komath paya dekk ynawa halo rnna,Latin/Romanized,OK,KEEP,OK,Train
S0833,P038,39,19,Notes - PDF Request,Mata eda lecture eke karapu note eka dennako hlo,4,Mata eda lecture eke karapu note eka dennako hlo,Latin/Romanized,OK,KEEP,OK,Train
S0834,P038,39,20,Wi-Fi Password Request ,Mata hotspot tikk dennako🤭,3,Mata hotspot tikk dennako🤭,Latin/Romanized,OK,KEEP,OK,Train
S0835,P038,39,21,Food - Canteen Menu,Ada kanna monada thiyenne bn,4,Ada kanna monada thiyenne bn,Latin/Romanized,OK,KEEP,OK,Train
S0836,P038,39,22,Food - Let's Eat,Yaman kala emu,4,Yaman kala emu,Latin/Romanized,OK,KEEP,OK,Train
S0837,P039,40,1,Academic Stress,Epa wenawa eth kohoma hari karanna one,4,Epa wenawa eth kohoma hari karanna one,Latin/Romanized,OK,KEEP,OK,Train
S0838,P039,40,2,Campus Injustice,Sadda nethuwa innawa,3,Sadda nethuwa innawa,Latin/Romanized,OK,KEEP,OK,Train
S0839,P039,40,3,Campus Culture/Ragging,Rag ne,5,Rag ne,Latin/Romanized,OK,KEEP,OK,Train
S0840,P039,40,4,Financial Stress,Manage karanawa kohomahri,3,Manage karanawa kohomahri,Latin/Romanized,OK,KEEP,OK,Train
S0841,P039,40,5,Logistics/Food Issues,Epa wenawa mewa kala kiyala yaluwo ekka bainawa,2,Epa wenawa mewa kala kiyala yaluwo ekka bainawa,Latin/Romanized,OK,KEEP,OK,Train
S0842,P039,40,6,Group Project Stress,Okkotama ekta weda karanna huthena widiyata monaw hri kiyanawa,4,Okkotama ekta weda karanna huthena widiyata monaw hri kiyanawa,Latin/Romanized,OK,KEEP,OK,Train
S0843,P039,40,7,Isolation,Hemoma inne eyalata one welawata witharai,3,Hemoma inne eyalata one welawata witharai,Latin/Romanized,OK,KEEP,OK,Train
S0844,P039,40,8,Academic Success - Difficult Subject,Pattama relax,5,Pattama relax,Latin/Romanized,OK,KEEP,OK,Train
S0845,P039,40,9,Academic Success - Repeat Subject,Repeat wela ne,5,Repeat wela ne,Latin/Romanized,OK,KEEP,OK,Train
S0846,P039,40,10,Freedom-Final Paper,Mind relax ,5,Mind relax,Latin/Romanized,OK,KEEP,OK,Train
S0847,P039,40,11,Lightness-Final Paper,Stress release ,5,Stress release,Latin/Romanized,OK,KEEP,OK,Train
S0848,P039,40,12,Social Evant - Batch Trip,Patta athal,5,Patta athal,Latin/Romanized,OK,KEEP,OK,Train
S0849,P039,40,13,Social Evant - Campus Evant,Joli ,4,Joli,Latin/Romanized,OK,KEEP,OK,Train
S0850,P039,40,14,Personal Win - Stipand/Mahapola,Mahapola ne,3,Mahapola ne,Latin/Romanized,OK,KEEP,OK,Train
S0851,P039,40,15,Personal Win - Internship,Hithe thibuna loku barak nidahas una,5,Hithe thibuna loku barak nidahas una,Latin/Romanized,OK,KEEP,OK,Train
S0852,P039,40,16,Lectures - Attendance,Heta lec ekata aniwaren inn oneda bn attendance blanwada,3,Heta lec ekata aniwaren inn oneda bn attendance blanwada,Latin/Romanized,OK,KEEP,OK,Train
S0853,P039,40,17,Lectures - Cancellation,Lec eka cansel da bn,3,Lec eka cansel da bn,Latin/Romanized,OK,KEEP,OK,Train
S0854,P039,40,18,Commuting,Laga inne 15min wlin enawa,3,Laga inne 15min wlin enawa,Latin/Romanized,OK,KEEP,OK,Train
S0855,P039,40,19,Notes - PDF Request,Adoo ada lec eke pdf eka danna,3,Adoo ada lec eke pdf eka danna,Latin/Romanized,OK,KEEP,OK,Train
S0856,P039,40,20,Wi-Fi Password Request ,Hospot gnna pw kiynna,2,Hospot gnna pw kiynna,Latin/Romanized,OK,KEEP,OK,Train
S0857,P039,40,21,Food - Canteen Menu,Lunch ekt ada monwada,3,Lunch ekt ada monwada,Latin/Romanized,OK,KEEP,OK,Train
S0858,P039,40,22,Food - Let's Eat,Kala emuda,3,Kala emuda,Latin/Romanized,OK,KEEP,OK,Train
S0859,P040,41,1,Academic Stress,Matanam me assignment karana eka epa wela thynne ,1,Matanam me assignment karana eka epa wela thynne,Latin/Romanized,OK,KEEP,OK,Train
S0860,P040,41,2,Campus Injustice,Yaluwek ekk benala ,3,Yaluwek ekk benala,Latin/Romanized,OK,KEEP,OK,Train
S0861,P040,41,3,Campus Culture/Ragging,Man kemathi e culture ekta ,4,Man kemathi e culture ekta,Latin/Romanized,OK,KEEP,OK,Train
S0862,P040,41,4,Financial Stress,Sallith ne athe ,2,Sallith ne athe,Latin/Romanized,OK,KEEP,OK,Train
S0863,P040,41,5,Logistics/Food Issues,Mewanm kala ethi wela thynne ,2,Mewanm kala ethi wela thynne,Latin/Romanized,OK,KEEP,OK,Train
S0864,P040,41,6,Group Project Stress,Mata thmai okkama kunu tika ,1,Mata thmai okkama kunu tika,Latin/Romanized,OK,KEEP,OK,Train
S0865,P040,41,7,Isolation,Owa hithnnepa den ,3,Owa hithnnepa den,Latin/Romanized,OK,KEEP,OK,Train
S0866,P040,41,8,Academic Success - Difficult Subject,Ammo mannam hithuwe ne,5,Ammo mannam hithuwe ne,Latin/Romanized,OK,KEEP,OK,Train
S0867,P040,41,9,Academic Success - Repeat Subject,Man wechcha mahansiyt pass wenn one ,5,Man wechcha mahansiyt pass wenn one,Latin/Romanized,OK,KEEP,OK,Train
S0868,P040,41,10,Freedom-Final Paper,Ammo man den nidahas,5,Ammo man den nidahas,Latin/Romanized,OK,KEEP,OK,Train
S0869,P040,41,11,Lightness-Final Paper,Ekaknm iwarai ,4,Ekaknm iwarai,Latin/Romanized,OK,KEEP,OK,Train
S0870,P040,41,12,Social Evant - Batch Trip,Me dwasanm kawadwath amathka wen ne,5,Me dwasanm kawadwath amathka wen ne,Latin/Romanized,OK,KEEP,OK,Train
S0871,P040,41,13,Social Evant - Campus Evant,Hemadama function thynwnm maru ,5,Hemadama function thynwnm maru,Latin/Romanized,OK,KEEP,OK,Train
S0872,P040,41,14,Personal Win - Stipand/Mahapola,Man den posath ,5,Man den posath,Latin/Romanized,OK,KEEP,OK,Train
S0873,P040,41,15,Personal Win - Internship,Anthimat mat onema thena hambuna ,5,Anthimat mat onema thena hambuna,Latin/Romanized,OK,KEEP,OK,Train
S0874,P040,41,16,Lectures - Attendance,Heta thyna lec eke Attendenc aniwaryd hlo,4,Heta thyna lec eke Attendenc aniwaryd hlo,Latin/Romanized,OK,KEEP,OK,Train
S0875,P040,41,17,Lectures - Cancellation,Heta lec ek nelu ned ,4,Heta lec ek nelu ned,Latin/Romanized,OK,KEEP,OK,Train
S0876,P040,41,18,Commuting,Thwa tika welawk yai hlooo ,3,Thwa tika welawk yai hlooo,Latin/Romanized,OK,KEEP,OK,Train
S0877,P040,41,19,Notes - PDF Request,Hlo eda lec eke note eka ewnnko ,3,Hlo eda lec eke note eka ewnnko,Latin/Romanized,OK,KEEP,OK,Train
S0878,P040,41,20,Wi-Fi Password Request ,Hospot tikk dennko,3,Hospot tikk dennko,Latin/Romanized,OK,KEEP,OK,Train
S0879,P040,41,21,Food - Canteen Menu,Ada monwd dan ne thynne ,3,Ada monwd dan ne thynne,Latin/Romanized,OK,KEEP,OK,Train
S0880,P040,41,22,Food - Let's Eat,Kala emu ,3,Kala emu,Latin/Romanized,OK,KEEP,OK,Train
S0881,P041,42,1,Academic Stress,"Mala panala inne ban. Heta submission thiyagena mama thama mula indan karanna ona. Pissu hutasak meka nam, ninda yanneth na stress ekata. ada rema iwara karanna wenawa me kunu goda",3,"Mala panala inne ban. Heta submission thiyagena mama thama mula indan karanna ona. Pissu hutasak meka nam, ninda yanneth na stress ekata. ada rema iwara karanna wenawa me kunu goda",Latin/Romanized,OK,KEEP,OK,Train
